Prompt_ID,Repetition,Human_Grade,Auto_Grade,Ground_Truth
PROMPT_0247,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0247,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0247,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0248,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0248,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0248,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0249,1,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0249,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0249,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0250,1,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0250,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0250,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0251,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0251,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0251,3,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0252,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0252,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0252,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0253,1,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0253,2,slightly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0253,3,slightly satisfying,highly satisfying,highly unsatisfying
PROMPT_0254,1,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0254,2,highly satisfying,highly satisfying,highly unsatisfying
PROMPT_0254,3,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0255,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0255,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0255,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0256,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0256,2,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0256,3,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0257,1,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0257,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0257,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0258,1,slightly satisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0258,2,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0258,3,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0259,1,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0259,2,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0259,3,highly satisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0260,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0260,2,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0260,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0261,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0261,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0261,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0262,1,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0262,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0262,3,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0263,1,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0263,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0263,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0264,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0264,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0264,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0265,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0265,2,highly unsatisfying,highly satisfying,slightly satisfying
PROMPT_0265,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0266,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0266,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0266,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0267,1,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0267,2,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0267,3,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0268,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0268,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0268,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0269,1,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0269,2,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0269,3,slightly unsatisfying,slightly satisfying,slightly unsatisfying
PROMPT_0270,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0270,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0270,3,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0271,1,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0271,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0271,3,highly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0272,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0272,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0272,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0273,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0273,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0273,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0274,1,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0274,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0274,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0275,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0275,2,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0275,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0276,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0276,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0276,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0277,1,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0277,2,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0277,3,highly satisfying,highly unsatisfying,highly satisfying
PROMPT_0278,1,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0278,2,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0278,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0279,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0279,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0279,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0280,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0280,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0280,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0281,1,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0281,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0281,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0282,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0282,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0282,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0283,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0283,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0283,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0284,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0284,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0284,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0285,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0285,2,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0285,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0286,1,highly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0286,2,highly satisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0286,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0287,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0287,2,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0287,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0288,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0288,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0288,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0289,1,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0289,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0289,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0290,1,highly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0290,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0290,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0291,1,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0291,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0291,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0292,1,slightly satisfying,highly satisfying,highly unsatisfying
PROMPT_0292,2,slightly satisfying,highly satisfying,highly unsatisfying
PROMPT_0292,3,slightly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0293,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0293,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0293,3,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0294,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0294,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0294,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0295,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0295,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0295,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0296,1,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0296,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0296,3,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0297,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0297,2,slightly satisfying,highly unsatisfying,highly unsatisfying
PROMPT_0297,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0298,1,slightly unsatisfying,slightly unsatisfying,slightly satisfying
PROMPT_0298,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0298,3,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0299,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0299,2,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0299,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0300,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0300,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0300,3,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0301,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0301,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0301,3,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0302,1,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0302,2,slightly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0302,3,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0303,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0303,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0303,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0304,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0304,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0304,3,highly satisfying,highly satisfying,slightly satisfying
PROMPT_0305,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0305,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0305,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0306,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0306,2,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0306,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0307,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0307,2,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0307,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0308,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0308,2,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0308,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0309,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0309,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0309,3,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0310,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0310,2,highly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0310,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0311,1,highly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0311,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0311,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0312,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0312,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0312,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0313,1,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0313,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0313,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0314,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0314,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0314,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0315,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0315,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0315,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0316,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0316,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0316,3,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0317,1,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0317,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0317,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0318,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0318,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0318,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0319,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0319,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0319,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0320,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0320,2,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0320,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0321,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0321,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0321,3,highly unsatisfying,slightly satisfying,highly satisfying
PROMPT_0322,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0322,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0322,3,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0323,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0323,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0323,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0324,1,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0324,2,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0324,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0325,1,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0325,2,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0325,3,highly unsatisfying,highly satisfying,highly unsatisfying
PROMPT_0326,1,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0326,2,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0326,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0327,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0327,2,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0327,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0328,1,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0328,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0328,3,slightly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0329,1,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0329,2,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0329,3,slightly unsatisfying,highly unsatisfying,slightly unsatisfying
PROMPT_0330,1,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0330,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0330,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0331,1,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0331,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0331,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0332,1,slightly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0332,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0332,3,slightly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0333,1,highly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0333,2,slightly satisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0333,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0334,1,slightly satisfying,slightly satisfying,slightly unsatisfying
PROMPT_0334,2,highly satisfying,slightly satisfying,slightly unsatisfying
PROMPT_0334,3,highly satisfying,slightly satisfying,slightly unsatisfying
PROMPT_0335,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0335,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0335,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0336,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0336,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0336,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0337,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0337,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0337,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0338,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0338,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0338,3,highly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0339,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0339,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0339,3,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0340,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0340,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0340,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0341,1,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0341,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0341,3,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0342,1,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0342,2,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0342,3,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0343,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0343,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0343,3,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0344,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0344,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0344,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0345,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0345,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0345,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0346,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0346,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0346,3,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0347,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0347,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0347,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0348,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0348,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0348,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0349,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0349,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0349,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0350,1,highly satisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0350,2,slightly satisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0350,3,highly unsatisfying,slightly unsatisfying,highly unsatisfying
PROMPT_0351,1,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0351,2,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0351,3,highly satisfying,slightly unsatisfying,highly satisfying
PROMPT_0352,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0352,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0352,3,highly satisfying,slightly satisfying,slightly satisfying
PROMPT_0353,1,slightly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0353,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0353,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0354,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0354,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0354,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0355,1,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0355,2,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0355,3,slightly satisfying,highly satisfying,slightly satisfying
PROMPT_0356,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0356,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0356,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0357,1,highly unsatisfying,highly unsatisfying,slightly satisfying
PROMPT_0357,2,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0357,3,slightly satisfying,highly unsatisfying,slightly satisfying
PROMPT_0358,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0358,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0358,3,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0359,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0359,2,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0359,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0360,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0360,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0360,3,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0361,1,highly unsatisfying,slightly unsatisfying,slightly satisfying
PROMPT_0361,2,highly unsatisfying,slightly unsatisfying,slightly satisfying
PROMPT_0361,3,slightly satisfying,slightly unsatisfying,slightly satisfying
PROMPT_0362,1,highly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0362,2,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0362,3,slightly unsatisfying,highly satisfying,slightly unsatisfying
PROMPT_0363,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0363,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0363,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0364,1,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0364,2,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0364,3,highly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0365,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0365,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0365,3,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0366,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0366,2,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0366,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0367,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0367,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0367,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0368,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0368,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0368,3,slightly unsatisfying,highly satisfying,highly satisfying
PROMPT_0369,1,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0369,2,slightly unsatisfying,slightly satisfying,slightly satisfying
PROMPT_0369,3,slightly satisfying,slightly satisfying,slightly satisfying
PROMPT_0370,1,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0370,2,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0370,3,highly unsatisfying,highly unsatisfying,highly unsatisfying
PROMPT_0371,1,highly satisfying,highly satisfying,highly satisfying
PROMPT_0371,2,highly unsatisfying,highly satisfying,highly satisfying
PROMPT_0371,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0372,1,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0372,2,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0372,3,slightly unsatisfying,slightly unsatisfying,slightly unsatisfying
PROMPT_0373,1,slightly satisfying,highly satisfying,highly satisfying
PROMPT_0373,2,highly satisfying,highly satisfying,highly satisfying
PROMPT_0373,3,highly satisfying,highly satisfying,highly satisfying
PROMPT_0374,1,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0374,2,highly satisfying,slightly satisfying,highly satisfying
PROMPT_0374,3,slightly satisfying,slightly satisfying,highly satisfying
PROMPT_0375,1,highly unsatisfying,highly satisfying,highly satisfying
